1400079789,-66,-60,-85
1400079789,-66,-60,-88
1400079789,-65,-60,-88
1400079790,-65,-63,-88
1400079790,-65,-63,-88
1400079790,-68,-63,-88
1400079791,-68,-61,-88
1400079791,-68,-61,-88
1400079791,-66,-61,-88
1400079792,-66,-60,-88
1400079792,-66,-60,-87
1400079792,-68,-60,-87
1400079793,-68,-59,-87
1400079793,-68,-59,-90
1400079793,-70,-59,-90
1400079794,-70,-64,-90
1400079794,-70,-64,-89
1400079794,-66,-64,-89
1400079795,-66,-68,-89
1400079795,-66,-68,-83
1400079795,-62,-68,-83
1400079796,-62,-69,-83
1400079796,-62,-69,-82
1400079796,-58,-69,-82
1400079797,-58,-68,-82
1400079797,-58,-68,-83
1400079797,-60,-68,-83
1400079798,-60,-65,-83
1400079798,-60,-65,-88
1400079798,-68,-65,-88
1400079799,-68,-62,-88
1400079799,-68,-62,-89
1400079799,-69,-62,-89
1400079800,-69,-61,-89
1400079800,-69,-61,0
1400079800,-68,-61,0
1400079801,-68,-61,0
1400079801,-68,-61,0
1400079801,-68,-61,0
1400079802,-68,-61,0
1400079802,-68,-61,0
1400079802,-70,-61,0
1400079803,-70,-64,0
1400079803,-70,-64,-87
1400079803,-65,-64,-87
1400079804,-65,-67,-87
1400079804,-65,-67,-82
1400079804,-63,-67,-82
1400079805,-63,-67,-82
1400079805,-63,-67,-84
1400079805,-61,-67,-84
1400079806,-61,-68,-84
1400079806,-61,-68,-85
1400079806,-61,-68,-85
1400079807,-61,-66,-85
1400079807,-61,-66,-87
1400079807,-66,-66,-87
1400079808,-66,-62,-87
1400079808,-66,-62,-90
1400079808,-68,-62,-90
1400079809,-68,-62,-90
1400079809,-68,-62,-88
1400079809,-68,-62,-88
1400079810,-68,-61,-88
1400079810,-68,-61,-87
1400079810,-70,-61,-87
1400079811,-70,-61,-87
1400079811,-70,-61,-86
1400079811,-70,-61,-86
1400079812,-70,-62,-86
1400079812,-70,-62,-89
1400079812,-72,-62,-89
1400079813,-72,-63,-89
1400079813,-72,-63,-86
1400079813,-69,-63,-86
1400079814,-69,-67,-86
1400079814,-69,-67,-83
1400079814,-62,-67,-83
1400079815,-62,-65,-83
1400079815,-62,-65,-83
1400079815,-60,-65,-83
1400079816,-60,-65,-83
1400079816,-60,-65,-84
1400079816,-63,-65,-84
1400079817,-63,-64,-84
1400079817,-63,-64,-89
1400079817,-70,-64,-89
1400079818,-70,-58,-89
1400079818,-70,-58,-88
1400079818,-70,-58,-88
1400079819,-70,-56,-88
1400079819,-70,-56,-87
1400079819,-70,-56,-87
1400079820,-70,-59,-87
1400079820,-70,-59,-89
1400079820,-71,-59,-89
1400079821,-71,-63,-89
1400079821,-71,-63,-89
1400079821,-72,-63,-89
1400079822,-72,-66,-89
1400079822,-72,-66,-87
1400079822,-68,-66,-87
1400079823,-68,-65,-87
1400079823,-68,-65,-84
1400079823,-66,-65,-84
1400079824,-66,-66,-84
1400079824,-66,-66,-85
